Randomization - Using given seed 1234567890
Applying difficulty by removing drop item_51_full_helm of spawn 00_dark_spirits
Setting spawn change to 100% , creature 00_dark_spirits
Applying difficulty by removing drop item_84_gauntlet of spawn 00_dark_spirits
Setting spawn change to 100% , creature 00_dark_spirits
Setting spawn change to 100% , creature 00_dark_spirits
Applying difficulty by removing drop item_123_fire_world_stone of spawn 00_dark_spirits
Setting spawn change to 100% , creature 00_dark_spirits
Setting spawn change to 100% , creature 00_dark_spirits
Applying difficulty by removing drop item_c1_gothic_shield_of_rage of spawn 00_dark_spirits
Setting spawn change to 100% , creature 02_dead_abraxus
Setting spawn change to 100% , creature 00_abraxus
Setting spawn change to 100% , creature 0c_fat_mole_c
Setting spawn change to 100% , creature 08_fat_mole_b
Applying factor 3 to creature 00_abraxus. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 15 foc 6 ham 3 pur 0 par 15 mel 0 sol 12
Applying factor 3 to creature 0d_dweller. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 9 pir 0 spr 0 foc 0 ham 0 pur 0 par 3 mel 6 sol 0
Applying factor 3 to creature 02_dead_abraxus. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 15 foc 6 ham 3 pur 0 par 15 mel 0 sol 12
Applying factor 3 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0e_acid_slime. Attributes str 0 spd 0 def 0 bal 3 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 05_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 00_acid_skull. Attributes str 0 spd 0 def 3 bal 3 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 08_fat_mole_b. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0d_blood_bone. Attributes str 0 spd 9 def 0 bal 0 sla 9 smh 0 pir 0 spr 3 foc 9 ham 0 pur 6 par 9 mel 0 sol 9
Applying factor 3 to creature 0a_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0b_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0c_fat_mole_c. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 00_dark_spirits. Attributes str 3 spd 3 def 3 bal 3 sla 3 smh 3 pir 3 spr 3 foc 3 ham 3 pur 3 par 3 mel 3 sol 3
Applying factor 3 to creature 0e_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying difficulty by removing collectable item_139_soul_pod_14_sp of area fire_world_molten_cavern
Applying difficulty by removing collectable item_11e_anti_venom of area fire_world_molten_cavern
Applying difficulty by removing collectable item_ae_shining_great_shield of area fire_world_molten_cavern
Applying difficulty by removing collectable item_11e_anti_venom of area fire_world_molten_cavern
Applying difficulty by removing collectable item_139_soul_pod_14_sp of area fire_world_molten_cavern
Applying difficulty by removing collectable item_8_silent_sword of area fire_world_molten_cavern
Setting spawn change to 100% , creature 0a_warpoor
Setting spawn change to 100% , creature 0a_warpoor
Applying difficulty by removing drop item_43_warrior_bow of spawn 0a_warpoor
Setting spawn change to 100% , creature 0a_warpoor
Setting spawn change to 100% , creature 05_horned_slime
Applying difficulty by removing drop item_107_star_amulet of spawn 05_horned_slime
Setting spawn change to 100% , creature 05_horned_slime
Applying difficulty by removing drop item_f5_deadly_bracelet of spawn 05_horned_slime
Setting spawn change to 100% , creature 0d_tondrom
Setting spawn change to 100% , creature 0d_tondrom
Applying difficulty by removing drop item_10a_cune of spawn 0d_tondrom
Setting spawn change to 100% , creature 00_night_howler
Setting spawn change to 100% , creature 00_night_howler
Applying difficulty by removing drop item_8b_deadly_arm_guard of spawn 00_night_howler
Setting spawn change to 100% , creature 00_night_howler
Applying difficulty by removing drop item_74_plate_mail_of_honor of spawn 00_night_howler
Setting spawn change to 100% , creature 00_night_howler
Applying difficulty by removing drop item_75_harden_full_plate of spawn 00_night_howler
Setting spawn change to 100% , creature 00_night_howler
Setting spawn change to 100% , creature 06_warpoor
Applying difficulty by removing drop item_10a_cune of spawn 06_warpoor
Setting spawn change to 100% , creature 06_warpoor
Applying difficulty by removing drop item_11c_healing_potion of spawn 06_warpoor
Setting spawn change to 100% , creature 06_warpoor
Applying difficulty by removing drop item_128_spirit_book of spawn 06_warpoor
Setting spawn change to 100% , creature 06_warpoor
Setting spawn change to 100% , creature 02_elder
Applying difficulty by removing drop item_59_mystic_great_helm of spawn 02_elder
Setting spawn change to 100% , creature 02_elder
Applying difficulty by removing drop item_11c_healing_potion of spawn 02_elder
Setting spawn change to 100% , creature 0c_old_face
Setting spawn change to 100% , creature 0c_old_face
Applying difficulty by removing drop item_2d_keenest_great_sword of spawn 0c_old_face
Setting spawn change to 100% , creature 02_elder
Setting spawn change to 100% , creature 0c_old_face
Applying difficulty by removing drop item_af_dark_great_shield of spawn 0c_old_face
Setting spawn change to 100% , creature 08_armored_guardian
Applying difficulty by removing drop item_129_sealed_sword_stone of spawn 08_armored_guardian
Applying factor 3 to creature 0a_warpoor. Attributes str 3 spd 0 def 0 bal 9 sla 0 smh 0 pir 3 spr 0 foc 0 ham 0 pur 0 par 3 mel 6 sol 0
Applying factor 3 to creature 01_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 05_horned_slime. Attributes str 0 spd 0 def 3 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 3 par 0 mel 3 sol 0
Applying factor 3 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 06_warpoor. Attributes str 3 spd 0 def 0 bal 9 sla 0 smh 0 pir 3 spr 0 foc 0 ham 0 pur 0 par 3 mel 6 sol 0
Applying factor 3 to creature 0d_tondrom. Attributes str 0 spd 0 def 3 bal 0 sla 0 smh 6 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 00_night_howler. Attributes str 6 spd 6 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 3 sol 0
Applying factor 3 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 08_armored_guardian. Attributes str 21 spd 0 def 3 bal 0 sla 6 smh 6 pir 0 spr 0 foc 0 ham 0 pur 3 par 6 mel 0 sol 0
Applying factor 3 to creature 02_elder. Attributes str 0 spd 0 def 0 bal 3 sla 0 smh 3 pir 3 spr 0 foc 0 ham 0 pur 0 par 6 mel 3 sol 0
Applying factor 3 to creature 0c_old_face. Attributes str 6 spd 0 def 9 bal 6 sla 0 smh 0 pir 9 spr 0 foc 3 ham 0 pur 0 par 0 mel 0 sol 3
Applying factor 3 to creature 0b_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0c_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0d_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0e_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying difficulty by removing collectable item_10a_cune of area death_world_dark_castle_layer
Applying difficulty by removing collectable item_139_soul_pod_14_sp of area death_world_dark_castle_layer
Applying difficulty by removing collectable item_10a_cune of area death_world_dark_castle_layer
Setting spawn change to 100% , creature 02_karasu
Applying difficulty by removing drop item_a0_holy_leg_guard of spawn 02_karasu
Setting spawn change to 100% , creature 02_karasu
Setting spawn change to 100% , creature 02_karasu
Setting spawn change to 100% , creature 02_karasu
Applying difficulty by removing drop item_120_divine_symbol of spawn 02_karasu
Setting spawn change to 100% , creature 08_claw_head
Setting spawn change to 100% , creature 08_claw_head
Applying difficulty by removing drop item_41_keenest_battle_axe of spawn 08_claw_head
Setting spawn change to 100% , creature 08_claw_head
Applying difficulty by removing drop item_71_devil_plate_mail of spawn 08_claw_head
Setting spawn change to 100% , creature 0a_demons_eye
Setting spawn change to 100% , creature 0a_demons_eye
Setting spawn change to 100% , creature 0a_demons_eye
Setting spawn change to 100% , creature 0a_demons_eye
Applying difficulty by removing drop item_125_dust_of_rage of spawn 0a_demons_eye
Setting spawn change to 100% , creature 0a_demons_eye
Applying difficulty by removing drop item_d2_holy_ring of spawn 0a_demons_eye
Setting spawn change to 100% , creature 0a_demons_eye
Applying difficulty by removing drop item_125_dust_of_rage of spawn 0a_demons_eye
Setting spawn change to 100% , creature 0a_demons_eye
Setting spawn change to 100% , creature 0a_demons_eye
Applying difficulty by removing drop item_11d_magic_potion of spawn 0a_demons_eye
Setting spawn change to 100% , creature 0a_demons_eye
Applying difficulty by removing drop item_c8_sorcerer_ring_of_fire of spawn 0a_demons_eye
Setting spawn change to 100% , creature 0a_demons_eye
Applying difficulty by removing drop item_e2_black_ring of spawn 0a_demons_eye
Setting spawn change to 100% , creature 0e_claw_head
Setting spawn change to 100% , creature 0e_claw_head
Applying difficulty by removing drop item_10c_torch of spawn 0e_claw_head
Setting spawn change to 100% , creature 0e_claw_head
Applying difficulty by removing drop item_10c_torch of spawn 0e_claw_head
Setting spawn change to 100% , creature 0e_claw_head
Applying difficulty by removing drop item_120_divine_symbol of spawn 0e_claw_head
Setting spawn change to 100% , creature 04_king_edward
Setting spawn change to 100% , creature 01_unknown_b
Setting spawn change to 100% , creature 09_pulsating_heart
Setting spawn change to 100% , creature 0d_fat_mole_e
Applying factor 3 to creature 00_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 01_unknown_b. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 02_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 04_king_edward. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 02_karasu. Attributes str 0 spd 6 def 0 bal 3 sla 0 smh 0 pir 3 spr 0 foc 0 ham 6 pur 3 par 0 mel 3 sol 15
Applying factor 3 to creature 06_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 08_claw_head. Attributes str 0 spd 0 def 9 bal 0 sla 9 smh 15 pir 12 spr 12 foc 6 ham 9 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 09_pulsating_heart. Attributes str 18 spd 6 def 0 bal 0 sla 18 smh 0 pir 3 spr 18 foc 0 ham 0 pur 18 par 12 mel 12 sol 12
Applying factor 3 to creature 0a_demons_eye. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 3 ham 0 pur 0 par 6 mel 6 sol 3
Applying factor 3 to creature 0b_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0c_unknown_d. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 3 foc 3 ham 3 pur 6 par 0 mel 0 sol 3
Applying factor 3 to creature 0d_fat_mole_e. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0e_claw_head. Attributes str 0 spd 18 def 0 bal 0 sla 0 smh 3 pir 12 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying difficulty by removing collectable item_10a_cune of area death_world_undead_layer
Applying difficulty by removing collectable item_138_soul_pod_29_sp of area death_world_undead_layer
Applying difficulty by removing collectable item_10a_cune of area death_world_undead_layer
Applying difficulty by removing collectable item_10a_cune of area death_world_undead_layer
Applying difficulty by removing collectable item_137_soul_pod_53_sp of area death_world_undead_layer
Applying difficulty by removing collectable item_111_kings_key of area death_world_undead_layer
Applying difficulty by removing collectable item_2b_fiery_great_sword of area death_world_undead_layer
Applying difficulty by removing collectable item_120_divine_symbol of area death_world_undead_layer
Applying difficulty by removing collectable item_120_divine_symbol of area death_world_undead_layer
Applying difficulty by removing collectable item_129_sealed_sword_stone of area death_world_undead_layer
Setting spawn change to 100% , creature 0c_worm_face
Setting spawn change to 100% , creature 0c_worm_face
Setting spawn change to 100% , creature 0c_worm_face
Applying difficulty by removing drop item_11c_healing_potion of spawn 0c_worm_face
Setting spawn change to 100% , creature 08_star_serpent
Applying difficulty by removing drop item_33_crushing_mace of spawn 08_star_serpent
Setting spawn change to 100% , creature 08_star_serpent
Setting spawn change to 100% , creature 08_star_serpent
Setting spawn change to 100% , creature 08_star_serpent
Setting spawn change to 100% , creature 0c_worm_face
Applying difficulty by removing drop item_10a_cune of spawn 0c_worm_face
Setting spawn change to 100% , creature 0c_worm_face
Setting spawn change to 100% , creature 0c_worm_face
Applying difficulty by removing drop item_11c_healing_potion of spawn 0c_worm_face
Setting spawn change to 100% , creature 0c_worm_face
Applying difficulty by removing drop item_11c_healing_potion of spawn 0c_worm_face
Setting spawn change to 100% , creature 04_acid_slime
Applying difficulty by removing drop item_5f_magical_leather_armor of spawn 04_acid_slime
Setting spawn change to 100% , creature 04_acid_slime
Setting spawn change to 100% , creature 06_tongue_imp
Applying difficulty by removing drop item_ec_bracelet_of_recovery of spawn 06_tongue_imp
Setting spawn change to 100% , creature 06_tongue_imp
Setting spawn change to 100% , creature 06_tongue_imp
Setting spawn change to 100% , creature 0c_hanging_dead
Setting spawn change to 100% , creature 0c_hanging_dead
Setting spawn change to 100% , creature 0c_hanging_dead
Setting spawn change to 100% , creature 0c_hanging_dead
Setting spawn change to 100% , creature 0c_hanging_dead
Applying difficulty by removing drop item_d7_ring_of_poison of spawn 0c_hanging_dead
Setting spawn change to 100% , creature 0c_hanging_dead
Setting spawn change to 100% , creature 0d_deha
Applying difficulty by removing drop item_11c_healing_potion of spawn 0d_deha
Setting spawn change to 100% , creature 0d_deha
Setting spawn change to 100% , creature 0d_deha
Applying difficulty by removing drop item_11c_healing_potion of spawn 0d_deha
Setting spawn change to 100% , creature 00_kabasaur
Setting spawn change to 100% , creature 00_kabasaur
Applying difficulty by removing drop item_42_bow of spawn 00_kabasaur
Setting spawn change to 100% , creature 00_kabasaur
Applying difficulty by removing drop item_ce_soul_ring of spawn 00_kabasaur
Setting spawn change to 100% , creature 0c_worm_face
Setting spawn change to 100% , creature 00_kabasaur
Setting spawn change to 100% , creature 00_kabasaur
Applying difficulty by removing drop item_fb_magical_amulet of spawn 00_kabasaur
Setting spawn change to 100% , creature 00_duhrin
Applying difficulty by removing drop item_12f_spirit_key of spawn 00_duhrin
Setting spawn change to 100% , creature 05_blank
Setting spawn change to 100% , creature 04_auriel_b
Setting spawn change to 100% , creature 0b_blank
Setting spawn change to 100% , creature 0a_blank
Applying factor 3 to creature 00_duhrin. Attributes str 0 spd 0 def 0 bal 15 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 08_star_serpent. Attributes str 0 spd 0 def 0 bal 6 sla 0 smh 3 pir 0 spr 0 foc 0 ham 3 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0c_worm_face. Attributes str 9 spd 0 def 0 bal 3 sla 0 smh 0 pir 0 spr 0 foc 6 ham 0 pur 0 par 0 mel 3 sol 0
Applying factor 3 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 04_auriel_b. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 06_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 06_tongue_imp. Attributes str 3 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 3 foc 0 ham 0 pur 0 par 0 mel 0 sol 3
Applying factor 3 to creature 04_acid_slime. Attributes str 0 spd 0 def 0 bal 3 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0c_hanging_dead. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 3 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 00_kabasaur. Attributes str 9 spd 0 def 0 bal 3 sla 0 smh 6 pir 0 spr 3 foc 0 ham 0 pur 0 par 0 mel 3 sol 0
Applying factor 3 to creature 0d_deha. Attributes str 6 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 6 foc 0 ham 0 pur 0 par 0 mel 15 sol 0
Applying factor 3 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying difficulty by removing collectable item_10c_torch of area earth_world_poisonous_cavern
Applying difficulty by removing collectable item_11c_healing_potion of area earth_world_poisonous_cavern
Applying difficulty by removing collectable item_10a_cune of area earth_world_poisonous_cavern
Applying difficulty by removing collectable item_11c_healing_potion of area earth_world_poisonous_cavern
Applying difficulty by removing collectable item_136_soul_pod_5_sp of area earth_world_poisonous_cavern
Applying difficulty by removing collectable item_124_poison_vaccine of area earth_world_poisonous_cavern
Applying difficulty by removing collectable item_c4_summoner_ring_of_fire of area earth_world_poisonous_cavern
Applying difficulty by removing collectable item_11c_healing_potion of area earth_world_poisonous_cavern
Applying difficulty by removing collectable item_12f_spirit_key of area earth_world_poisonous_cavern
Setting spawn change to 100% , creature 01_demon_bat
Applying difficulty by removing drop item_5_long_sword of spawn 01_demon_bat
Setting spawn change to 100% , creature 01_demon_bat
Setting spawn change to 100% , creature 01_demon_bat
Setting spawn change to 100% , creature 01_blood_skull
Setting spawn change to 100% , creature 01_blood_skull
Applying difficulty by removing drop item_11c_healing_potion of spawn 01_blood_skull
Setting spawn change to 100% , creature 01_blood_skull
Applying difficulty by removing drop item_3a_giant_axe of spawn 01_blood_skull
Setting spawn change to 100% , creature 01_blood_skull
Applying difficulty by removing drop item_af_dark_great_shield of spawn 01_blood_skull
Setting spawn change to 100% , creature 01_blood_skull
Setting spawn change to 100% , creature 01_blood_skull
Applying difficulty by removing drop item_11c_healing_potion of spawn 01_blood_skull
Setting spawn change to 100% , creature 01_blood_skull
Applying difficulty by removing drop item_11c_healing_potion of spawn 01_blood_skull
Setting spawn change to 100% , creature 00_black_onyx
Setting spawn change to 100% , creature 00_black_onyx
Applying difficulty by removing drop item_120_divine_symbol of spawn 00_black_onyx
Setting spawn change to 100% , creature 09_sloth_bug
Setting spawn change to 100% , creature 09_sloth_bug
Applying difficulty by removing drop item_18_bastard_sword of spawn 09_sloth_bug
Setting spawn change to 100% , creature 09_sloth_bug
Applying difficulty by removing drop item_e9_bracelet_of_movement of spawn 09_sloth_bug
Setting spawn change to 100% , creature 09_sloth_bug
Setting spawn change to 100% , creature 00_black_onyx
Applying difficulty by removing drop item_60_scale_mail of spawn 00_black_onyx
Setting spawn change to 100% , creature 00_black_onyx
Setting spawn change to 100% , creature 00_black_onyx
Applying difficulty by removing drop item_9b_harden_leg_guard of spawn 00_black_onyx
Setting spawn change to 100% , creature 0c_dybbuk
Applying difficulty by removing drop item_db_caustic_ring of spawn 0c_dybbuk
Setting spawn change to 100% , creature 08_berzerker
Applying difficulty by removing drop item_10e_sacred_feather of spawn 08_berzerker
Setting spawn change to 100% , creature 08_berzerker
Setting spawn change to 100% , creature 08_berzerker
Applying difficulty by removing drop item_10e_sacred_feather of spawn 08_berzerker
Setting spawn change to 100% , creature 08_berzerker
Applying difficulty by removing drop item_d4_dark_ring of spawn 08_berzerker
Setting spawn change to 100% , creature 00_dybbuk
Setting spawn change to 100% , creature 04_dybbuk
Setting spawn change to 100% , creature 04_dybbuk
Applying factor 3 to creature 00_dybbuk. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 01_demon_bat. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 3 pir 3 spr 0 foc 3 ham 3 pur 0 par 3 mel 0 sol 0
Applying factor 3 to creature 02_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 04_dybbuk. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 01_blood_skull. Attributes str 0 spd 3 def 0 bal 0 sla 3 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 06_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 09_sloth_bug. Attributes str 3 spd 0 def 9 bal 3 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 09_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 00_black_onyx. Attributes str 0 spd 0 def 0 bal 3 sla 0 smh 0 pir 0 spr 3 foc 3 ham 0 pur 3 par 0 mel 0 sol 6
Applying factor 3 to creature 0b_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0c_dybbuk. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 08_berzerker. Attributes str 3 spd 3 def 3 bal 3 sla 0 smh 3 pir 0 spr 0 foc 0 ham 0 pur 0 par 6 mel 0 sol 0
Applying factor 3 to creature 0e_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying difficulty by removing collectable item_10a_cune of area earth_world_stone_cavern
Applying difficulty by removing collectable item_10a_cune of area earth_world_stone_cavern
Applying difficulty by removing collectable item_126_bottle_of_light of area earth_world_stone_cavern
Applying difficulty by removing collectable item_126_bottle_of_light of area earth_world_stone_cavern
Applying difficulty by removing collectable item_126_bottle_of_light of area earth_world_stone_cavern
Applying difficulty by removing collectable item_11c_healing_potion of area earth_world_stone_cavern
Setting spawn change to 100% , creature 00_balron_a
Setting spawn change to 100% , creature 03_balron_b
Setting spawn change to 100% , creature 08_demon_king
Setting spawn change to 100% , creature 01_unknown_i
Setting spawn change to 100% , creature 02_unknown_j
Setting spawn change to 100% , creature 04_unknown_k
Applying factor 3 to creature 00_balron_a. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 01_unknown_i. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 02_unknown_j. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 03_balron_b. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 04_unknown_k. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 05_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 06_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
